product_id,product_name,category,brand,price,rating,description,number_of_images,created_at
125,شال كشمير ناعم - إصدار خاص,الأزياء والملابس,بوما,208.91,3.0,شال كشمير ناعم - إصدار خاص يجمع بين الراحة والأناقة ليناسب مختلف المناسبات.,3,2023-02-25 10:07:54
126,شاحن لاسلكي سريع - إصدار خاص,الإلكترونيات,شاومي,224.49,4.3,جهاز شاحن لاسلكي سريع - إصدار خاص بتقنية متطورة وأداء عالٍ يناسب الاستخدام اليومي والمهني.,2,2023-03-23 03:29:06
127,قميص قطني كلاسيكي - إصدار خاص,الأزياء والملابس,أديداس,209.71,3.0,قميص قطني كلاسيكي - إصدار خاص بخيوط عالية الجودة ومتاح بألوان متعددة تناسب ذوقك.,3,2023-06-20 05:55:09
128,مكواة بخارية احترافية - إصدار خاص,المنزل والمطبخ,بوش,664.23,3.3,مكواة بخارية احترافية - إصدار خاص مناسب للاستخدام المنزلي اليومي بضمان سنتين.,6,2023-04-16 11:57:49
129,تيشيرت بولو قطن - إصدار خاص,الأزياء والملابس,بوما,94.56,4.5,تيشيرت بولو قطن - إصدار خاص يجمع بين الراحة والأناقة ليناسب مختلف المناسبات.,2,2023-05-22 23:15:45
130,ثلاجة نوفروست 350 لتر - إصدار خاص,المنزل والمطبخ,فيليبس,3341.54,4.5,احصل على ثلاجة نوفروست 350 لتر - إصدار خاص الآن واستمتع بجودة لا مثيل لها في منزلك.,6,2023-05-28 01:11:36
131,أوزان حديد طقم 20 كيلو - إصدار خاص,الرياضة واللياقة,ديكاتلون,457.64,2.7,حسّن أداءك مع أوزان حديد طقم 20 كيلو - إصدار خاص المدعوم بأحدث تقنيات اللياقة البدنية.,1,2023-02-05 21:08:34
132,عطر رجالي عودي - إصدار خاص,الجمال والعناية,ماك,284.92,3.5,عطر رجالي عودي - إصدار خاص يغذّي البشرة ويرطبها طوال اليوم بعطر منعش.,3,2023-03-06 00:09:54
133,أطلس العالم المصوّر - إصدار خاص,الكتب والتعليم,دار الفكر,165.39,3.4,أطلس العالم المصوّر - إصدار خاص مرجع شامل ومنقّح مناسب للطلاب والباحثين.,1,2023-05-10 16:06:31
134,ثلاجة نوفروست 350 لتر - إصدار خاص,المنزل والمطبخ,هايسنس,3215.18,4.8,احصل على ثلاجة نوفروست 350 لتر - إصدار خاص الآن واستمتع بجودة لا مثيل لها في منزلك.,3,2023-05-15 00:59:10
135,طقم أواني طهي غرانيت - إصدار خاص,المنزل والمطبخ,تيفال,248.61,2.8,طقم أواني طهي غرانيت - إصدار خاص يوفر أداءً استثنائياً مع توفير للطاقة وسهولة في التشغيل.,4,2023-05-26 04:41:48
136,فرن كهربائي 60 لتر - إصدار خاص,المنزل والمطبخ,توشيبا,1233.09,4.5,فرن كهربائي 60 لتر - إصدار خاص يوفر أداءً استثنائياً مع توفير للطاقة وسهولة في التشغيل.,2,2023-05-13 02:37:23
137,راوتر واي فاي 6 - إصدار خاص,الإلكترونيات,أوبو,593.31,3.4,راوتر واي فاي 6 - إصدار خاص بمعالج سريع وذاكرة واسعة لتجربة استخدام سلسة ومريحة.,1,2023-01-12 23:48:48
138,جهاز مشي كهربائي - إصدار خاص,الرياضة واللياقة,بوما,2075.88,4.6,جهاز مشي كهربائي - إصدار خاص مصنوع من مواد خفيفة وعالية التحمّل يناسب جميع الأنشطة.,1,2023-05-13 02:24:20
139,حقيبة رياضية جيم - إصدار خاص,الرياضة واللياقة,أديداس,351.69,3.6,حقيبة رياضية جيم - إصدار خاص مصمم للرياضيين المحترفين والهواة لأداء أفضل وتحمّل أطول.,4,2023-01-26 14:54:18
140,مزيل عرق رول أون - إصدار خاص,الجمال والعناية,لوريال,61.32,4.2,مزيل عرق رول أون - إصدار خاص يغذّي البشرة ويرطبها طوال اليوم بعطر منعش.,6,2023-01-05 05:27:27
141,ساعة ذكية سبورت - إصدار خاص,الإلكترونيات,آبل,449.82,3.4,جهاز ساعة ذكية سبورت - إصدار خاص بتقنية متطورة وأداء عالٍ يناسب الاستخدام اليومي والمهني.,5,2023-01-12 16:48:41
142,مكبر صوت بلوتوث - إصدار خاص,الإلكترونيات,سامسونج,243.55,2.9,جهاز مكبر صوت بلوتوث - إصدار خاص بتقنية متطورة وأداء عالٍ يناسب الاستخدام اليومي والمهني.,6,2023-05-22 14:44:07
143,عطر رجالي عودي - إصدار خاص,الجمال والعناية,دوف,602.95,4.8,عطر رجالي عودي - إصدار خاص يغذّي البشرة ويرطبها طوال اليوم بعطر منعش.,4,2023-01-16 13:59:31
144,كتاب تطوير الذات والتحفيز - إصدار خاص,الكتب والتعليم,دار قرطبة,91.59,3.4,كتاب تطوير الذات والتحفيز - إصدار خاص مرجع شامل ومنقّح مناسب للطلاب والباحثين.,5,2023-03-18 07:47:09
145,قاموس عربي إنجليزي شامل - إصدار خاص,الكتب والتعليم,دار الفكر,165.87,4.9,قاموس عربي إنجليزي شامل - إصدار خاص يقدم محتوى ثرياً بأسلوب سهل ومبسط للقارئ العربي.,6,2023-05-20 15:13:14
146,أوزان حديد طقم 20 كيلو - إصدار خاص,الرياضة واللياقة,أندر أرمور,323.76,3.4,أوزان حديد طقم 20 كيلو - إصدار خاص مصنوع من مواد خفيفة وعالية التحمّل يناسب جميع الأنشطة.,2,2023-06-19 22:45:56
147,هاتف ذكي برو ماكس - إصدار خاص,الإلكترونيات,لينوفو,4075.22,4.8,جهاز هاتف ذكي برو ماكس - إصدار خاص بتقنية متطورة وأداء عالٍ يناسب الاستخدام اليومي والمهني.,2,2023-02-10 00:24:35
148,حذاء جري احترافي - إصدار خاص,الرياضة واللياقة,هيد,658.67,4.3,حذاء جري احترافي - إصدار خاص مصمم للرياضيين المحترفين والهواة لأداء أفضل وتحمّل أطول.,2,2023-05-24 19:10:17
149,طقم مكياج احترافي - إصدار خاص,الجمال والعناية,ماك,652.63,4.4,طقم مكياج احترافي - إصدار خاص مكوّن من مكونات طبيعية خالية من المواد الضارة لبشرة أكثر إشراقاً.,5,2023-02-26 04:03:55
150,أطلس العالم المصوّر - إصدار خاص,الكتب والتعليم,بنغوين,244.37,4.4,أطلس العالم المصوّر - إصدار خاص يقدم محتوى ثرياً بأسلوب سهل ومبسط للقارئ العربي.,2,2023-02-28 14:19:27
151,كتاب تطوير الذات والتحفيز - إصدار خاص,الكتب والتعليم,دار العلوم,71.91,3.2,استثمر في كتاب تطوير الذات والتحفيز - إصدار خاص وطوّر مهاراتك ومعلوماتك باللغة العربية.,5,2023-06-20 19:45:49
152,شال كشمير ناعم - إصدار خاص,الأزياء والملابس,بوما,92.66,3.4,شال كشمير ناعم - إصدار خاص بخيوط عالية الجودة ومتاح بألوان متعددة تناسب ذوقك.,6,2023-03-16 00:18:33
153,فرن كهربائي 60 لتر - إصدار خاص,المنزل والمطبخ,هايسنس,564.14,3.4,احصل على فرن كهربائي 60 لتر - إصدار خاص الآن واستمتع بجودة لا مثيل لها في منزلك.,4,2023-02-16 18:59:35
154,ثلاجة نوفروست 350 لتر - إصدار خاص,المنزل والمطبخ,توشيبا,3786.85,3.9,ثلاجة نوفروست 350 لتر - إصدار خاص مناسب للاستخدام المنزلي اليومي بضمان سنتين.,5,2023-04-13 21:56:27
155,حذاء رياضي مريح - إصدار خاص,الأزياء والملابس,ماكس فاشون,298.62,2.7,حذاء رياضي مريح - إصدار خاص يجمع بين الراحة والأناقة ليناسب مختلف المناسبات.,3,2023-01-18 22:54:48
156,قميص قطني كلاسيكي - إصدار خاص,الأزياء والملابس,ليفايز,131.66,4.0,قميص قطني كلاسيكي - إصدار خاص مصنوع من أجود الخامات لإطلالة عصرية وأناقة لافتة.,1,2023-02-06 12:54:16
157,جهاز قياس ضغط الدم - إصدار خاص,الرياضة واللياقة,أندر أرمور,278.2,4.7,جهاز قياس ضغط الدم - إصدار خاص مصنوع من مواد خفيفة وعالية التحمّل يناسب جميع الأنشطة.,3,2023-06-26 12:13:11
158,فستان سهرة أنيق - إصدار خاص,الأزياء والملابس,بوما,655.51,4.2,فستان سهرة أنيق - إصدار خاص بخيوط عالية الجودة ومتاح بألوان متعددة تناسب ذوقك.,2,2023-03-19 00:26:21
159,حصيرة يوغا مضادة للانزلاق - إصدار خاص,الرياضة واللياقة,نيو بالانس,132.33,3.8,حصيرة يوغا مضادة للانزلاق - إصدار خاص مصنوع من مواد خفيفة وعالية التحمّل يناسب جميع الأنشطة.,3,2023-02-20 18:57:55
160,زيت أرغان طبيعي - إصدار خاص,الجمال والعناية,نيفيا,298.73,4.3,زيت أرغان طبيعي - إصدار خاص يغذّي البشرة ويرطبها طوال اليوم بعطر منعش.,2,2023-03-13 23:36:36
161,شاحن لاسلكي سريع - إصدار خاص,الإلكترونيات,شاومي,280.14,2.5,شاحن لاسلكي سريع - إصدار خاص بمعالج سريع وذاكرة واسعة لتجربة استخدام سلسة ومريحة.,5,2023-04-23 11:00:05
162,ثلاجة نوفروست 350 لتر - إصدار خاص,المنزل والمطبخ,تيفال,2324.66,3.4,ثلاجة نوفروست 350 لتر - إصدار خاص يوفر أداءً استثنائياً مع توفير للطاقة وسهولة في التشغيل.,4,2023-04-17 22:10:48
163,دورة برمجة أكاديمية USB - إصدار خاص,الكتب والتعليم,الوراق,417.18,3.7,استثمر في دورة برمجة أكاديمية USB - إصدار خاص وطوّر مهاراتك ومعلوماتك باللغة العربية.,6,2023-05-24 14:45:29
164,حقيبة يد جلدية - إصدار خاص,الأزياء والملابس,مانجو,297.97,3.9,حقيبة يد جلدية - إصدار خاص مصنوع من أجود الخامات لإطلالة عصرية وأناقة لافتة.,5,2023-05-05 15:02:55
165,حذاء جري احترافي - إصدار خاص,الرياضة واللياقة,أديداس,867.11,4.2,حذاء جري احترافي - إصدار خاص مصمم للرياضيين المحترفين والهواة لأداء أفضل وتحمّل أطول.,4,2023-01-27 16:45:25
166,فستان سهرة أنيق - إصدار خاص,الأزياء والملابس,مانجو,184.75,3.8,فستان سهرة أنيق - إصدار خاص يجمع بين الراحة والأناقة ليناسب مختلف المناسبات.,1,2023-04-30 23:19:15
167,حقيبة رياضية جيم - إصدار خاص,الرياضة واللياقة,هيد,104.4,3.8,حقيبة رياضية جيم - إصدار خاص مصنوع من مواد خفيفة وعالية التحمّل يناسب جميع الأنشطة.,1,2023-01-04 05:56:58
168,مجموعة سكاكين مطبخ - إصدار خاص,المنزل والمطبخ,أريتي,126.51,4.5,احصل على مجموعة سكاكين مطبخ - إصدار خاص الآن واستمتع بجودة لا مثيل لها في منزلك.,4,2023-06-06 13:00:49
169,فستان سهرة أنيق - إصدار خاص,الأزياء والملابس,H&M,452.68,3.1,فستان سهرة أنيق - إصدار خاص بخيوط عالية الجودة ومتاح بألوان متعددة تناسب ذوقك.,5,2023-02-19 00:21:14
170,فرن كهربائي 60 لتر - إصدار خاص,المنزل والمطبخ,بوش,810.36,3.5,احصل على فرن كهربائي 60 لتر - إصدار خاص الآن واستمتع بجودة لا مثيل لها في منزلك.,2,2023-05-16 09:21:24
171,موسوعة التاريخ الإسلامي - إصدار خاص,الكتب والتعليم,دار الفكر,100.57,3.4,استثمر في موسوعة التاريخ الإسلامي - إصدار خاص وطوّر مهاراتك ومعلوماتك باللغة العربية.,4,2023-01-11 21:30:52
172,كتاب ريادة الأعمال والنجاح - إصدار خاص,الكتب والتعليم,مكتبة جرير,72.49,3.6,كتاب ريادة الأعمال والنجاح - إصدار خاص يقدم محتوى ثرياً بأسلوب سهل ومبسط للقارئ العربي.,5,2023-06-16 14:23:05
173,حذاء جري احترافي - إصدار خاص,الرياضة واللياقة,أندر أرمور,426.85,4.7,حسّن أداءك مع حذاء جري احترافي - إصدار خاص المدعوم بأحدث تقنيات اللياقة البدنية.,4,2023-02-22 15:23:40
174,تابلت 10 إنش - إصدار خاص,الإلكترونيات,سامسونج,886.97,4.6,جهاز تابلت 10 إنش - إصدار خاص بتقنية متطورة وأداء عالٍ يناسب الاستخدام اليومي والمهني.,2,2023-04-24 23:47:11
175,مجموعة كتب الطفل التعليمية - إصدار خاص,الكتب والتعليم,مكتبة جرير,152.85,3.9,استثمر في مجموعة كتب الطفل التعليمية - إصدار خاص وطوّر مهاراتك ومعلوماتك باللغة العربية.,4,2023-05-12 11:12:41
176,فرن كهربائي 60 لتر - إصدار خاص,المنزل والمطبخ,ديلونجي,1269.55,4.2,فرن كهربائي 60 لتر - إصدار خاص يوفر أداءً استثنائياً مع توفير للطاقة وسهولة في التشغيل.,5,2023-05-25 18:04:45
177,لابتوب الترا سليم - إصدار خاص,الإلكترونيات,لينوفو,3544.65,2.7,لابتوب الترا سليم - إصدار خاص بمعالج سريع وذاكرة واسعة لتجربة استخدام سلسة ومريحة.,5,2023-04-26 15:44:15
178,مكيف هواء انفيرتر 18000 - إصدار خاص,المنزل والمطبخ,أريتي,3002.16,3.6,مكيف هواء انفيرتر 18000 - إصدار خاص يوفر أداءً استثنائياً مع توفير للطاقة وسهولة في التشغيل.,3,2023-04-18 09:20:33
179,مجموعة عناية بالشعر - إصدار خاص,الجمال والعناية,دوف,148.28,4.0,مجموعة عناية بالشعر - إصدار خاص مكوّن من مكونات طبيعية خالية من المواد الضارة لبشرة أكثر إشراقاً.,6,2023-01-15 06:33:57
180,شال كشمير ناعم - إصدار خاص,الأزياء والملابس,مانجو,279.71,3.3,شال كشمير ناعم - إصدار خاص مصنوع من أجود الخامات لإطلالة عصرية وأناقة لافتة.,1,2023-01-02 00:12:41
181,عطر رجالي عودي - إصدار خاص,الجمال والعناية,بالمر,353.61,2.7,عطر رجالي عودي - إصدار خاص يغذّي البشرة ويرطبها طوال اليوم بعطر منعش.,4,2023-04-19 03:44:18
182,سيروم فيتامين سي - إصدار خاص,الجمال والعناية,لوريال,190.33,3.9,استخدم سيروم فيتامين سي - إصدار خاص يومياً للحصول على نتائج ملموسة خلال أسبوعين.,5,2023-06-02 07:44:57
183,كريم مرطب SPF 50 - إصدار خاص,الجمال والعناية,بالمر,171.04,4.4,استخدم كريم مرطب SPF 50 - إصدار خاص يومياً للحصول على نتائج ملموسة خلال أسبوعين.,5,2023-06-25 18:34:22
184,حذاء رسمي جلد - إصدار خاص,الأزياء والملابس,مانجو,617.48,2.9,حذاء رسمي جلد - إصدار خاص يجمع بين الراحة والأناقة ليناسب مختلف المناسبات.,3,2023-02-22 02:51:58
185,سماعات لاسلكية - إصدار خاص,الإلكترونيات,لينوفو,329.38,3.2,جهاز سماعات لاسلكية - إصدار خاص بتقنية متطورة وأداء عالٍ يناسب الاستخدام اليومي والمهني.,3,2023-02-18 21:00:20
186,كتاب الطبخ العربي التقليدي - إصدار خاص,الكتب والتعليم,دار العلوم,109.52,2.8,كتاب الطبخ العربي التقليدي - إصدار خاص مرجع شامل ومنقّح مناسب للطلاب والباحثين.,4,2023-03-06 12:14:39
187,عطر رجالي عودي - إصدار خاص,الجمال والعناية,أفينو,521.01,4.5,استخدم عطر رجالي عودي - إصدار خاص يومياً للحصول على نتائج ملموسة خلال أسبوعين.,5,2023-01-27 10:23:09
188,جهاز مشي كهربائي - إصدار خاص,الرياضة واللياقة,هيد,2599.64,4.9,جهاز مشي كهربائي - إصدار خاص مصنوع من مواد خفيفة وعالية التحمّل يناسب جميع الأنشطة.,3,2023-05-23 16:45:45
189,مزيل عرق رول أون - إصدار خاص,الجمال والعناية,ماك,46.18,3.2,مزيل عرق رول أون - إصدار خاص يغذّي البشرة ويرطبها طوال اليوم بعطر منعش.,3,2023-01-23 02:45:20
190,حذاء رسمي جلد - إصدار خاص,الأزياء والملابس,مانجو,615.39,3.9,حذاء رسمي جلد - إصدار خاص بخيوط عالية الجودة ومتاح بألوان متعددة تناسب ذوقك.,4,2023-05-18 13:13:47
191,غسالة أوتوماتيك 8 كيلو - إصدار خاص,المنزل والمطبخ,هايسنس,2178.66,2.8,غسالة أوتوماتيك 8 كيلو - إصدار خاص مناسب للاستخدام المنزلي اليومي بضمان سنتين.,2,2023-02-19 01:34:55
192,مجموعة كتب الطفل التعليمية - إصدار خاص,الكتب والتعليم,نشر المعرفة,105.53,5.0,مجموعة كتب الطفل التعليمية - إصدار خاص يقدم محتوى ثرياً بأسلوب سهل ومبسط للقارئ العربي.,5,2023-03-19 19:53:13
193,مجموعة كتب الطفل التعليمية - إصدار خاص,الكتب والتعليم,دار الفكر,256.05,3.4,استثمر في مجموعة كتب الطفل التعليمية - إصدار خاص وطوّر مهاراتك ومعلوماتك باللغة العربية.,5,2023-05-04 22:08:09
194,ساعة ذكية سبورت - إصدار خاص,الإلكترونيات,إل جي,582.97,4.0,ساعة ذكية سبورت - إصدار خاص بمعالج سريع وذاكرة واسعة لتجربة استخدام سلسة ومريحة.,6,2023-05-12 13:14:52
195,فرن كهربائي 60 لتر - إصدار خاص,المنزل والمطبخ,بوش,411.6,3.1,احصل على فرن كهربائي 60 لتر - إصدار خاص الآن واستمتع بجودة لا مثيل لها في منزلك.,6,2023-04-11 17:46:22
196,أطلس العالم المصوّر - إصدار خاص,الكتب والتعليم,دار العلوم,211.44,3.5,استثمر في أطلس العالم المصوّر - إصدار خاص وطوّر مهاراتك ومعلوماتك باللغة العربية.,5,2023-05-15 01:40:15
197,مكيف هواء انفيرتر 18000 - إصدار خاص,المنزل والمطبخ,توشيبا,1440.46,3.5,مكيف هواء انفيرتر 18000 - إصدار خاص يوفر أداءً استثنائياً مع توفير للطاقة وسهولة في التشغيل.,1,2023-06-11 10:13:17
198,حقيبة يد جلدية - إصدار خاص,الأزياء والملابس,ليفايز,440.15,4.5,حقيبة يد جلدية - إصدار خاص بخيوط عالية الجودة ومتاح بألوان متعددة تناسب ذوقك.,4,2023-03-09 15:11:49
199,زيت أرغان طبيعي - إصدار خاص,الجمال والعناية,بيوتانيا,107.47,2.6,استخدم زيت أرغان طبيعي - إصدار خاص يومياً للحصول على نتائج ملموسة خلال أسبوعين.,1,2023-01-05 09:15:15
200,موسوعة التاريخ الإسلامي - إصدار خاص,الكتب والتعليم,دار قرطبة,284.58,4.4,استثمر في موسوعة التاريخ الإسلامي - إصدار خاص وطوّر مهاراتك ومعلوماتك باللغة العربية.,2,2023-04-18 04:05:18
